Name,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,Generation,Legendary,types,Bug,Dark,Dragon,Electric,Fairy,Fighting,Fire,Flying,Ghost,Grass,Ground,Ice,Normal,Poison,Psychic,Rock,Steel,Water
Starmie,0.23228346456692914,0.3783783783783784,0.35555555555555557,0.48913043478260865,0.3095238095238096,0.6285714285714286,1,False,"Water,Psychic",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Mr. Mime,0.15354330708661418,0.21621621621621623,0.26666666666666666,0.48913043478260865,0.4761904761904763,0.48571428571428565,1,False,"Psychic,Fairy",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Scyther,0.27165354330708663,0.5675675675675675,0.33333333333333337,0.24456521739130435,0.28571428571428575,0.5714285714285714,1,False,"Bug,Flying",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Jynx,0.25196850393700787,0.24324324324324326,0.13333333333333333,0.5706521739130435,0.3571428571428572,0.5142857142857142,1,False,"Ice,Psychic",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Electabuzz,0.25196850393700787,0.42162162162162165,0.23111111111111113,0.4619565217391304,0.3095238095238096,0.5714285714285714,1,False,Electric,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Magmar,0.25196850393700787,0.48648648648648657,0.23111111111111113,0.48913043478260865,0.3095238095238096,0.5028571428571429,1,False,Fire,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Pinsir,0.25196850393700787,0.6486486486486487,0.4222222222222222,0.24456521739130435,0.23809523809523814,0.45714285714285713,1,False,Bug,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mega Pinsir,0.25196850393700787,0.810810810810811,0.5111111111111111,0.29891304347826086,0.33333333333333337,0.5714285714285714,1,False,"Bug,Flying",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Tauros,0.29133858267716534,0.5135135135135136,0.4,0.16304347826086957,0.23809523809523814,0.6,1,False,Normal,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Magikarp,0.07480314960629922,0.02702702702702703,0.2222222222222222,0.027173913043478264,0.0,0.42857142857142855,1,False,Water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Gyarados,0.3700787401574803,0.6486486486486487,0.3288888888888889,0.2717391304347826,0.380952380952381,0.4342857142857143,1,False,"Water,Flying",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Mega Gyarados,0.3700787401574803,0.810810810810811,0.46222222222222226,0.3260869565217391,0.5238095238095238,0.4342857142857143,1,False,"Water,Dark",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Lapras,0.5078740157480315,0.43243243243243246,0.33333333333333337,0.4076086956521739,0.3571428571428572,0.3142857142857143,1,False,"Water,Ice",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Ditto,0.18503937007874016,0.23243243243243245,0.1911111111111111,0.20652173913043478,0.13333333333333336,0.24571428571428572,1,False,Normal,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Eevee,0.2125984251968504,0.2702702702702703,0.19999999999999998,0.19021739130434784,0.2142857142857143,0.2857142857142857,1,False,Normal,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Vaporeon,0.5078740157480315,0.32432432432432434,0.24444444444444444,0.5434782608695652,0.3571428571428572,0.34285714285714286,1,False,Water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Jolteon,0.25196850393700787,0.32432432432432434,0.24444444444444444,0.5434782608695652,0.3571428571428572,0.7142857142857143,1,False,Electric,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Flareon,0.25196850393700787,0.6756756756756757,0.24444444444444444,0.4619565217391304,0.4285714285714286,0.34285714285714286,1,False,Fire,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Porygon,0.25196850393700787,0.2972972972972973,0.2888888888888889,0.4076086956521739,0.2619047619047619,0.19999999999999998,1,False,Normal,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Omanyte,0.13385826771653545,0.1891891891891892,0.4222222222222222,0.43478260869565216,0.16666666666666669,0.17142857142857143,1,False,"Rock,Water",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Omastar,0.27165354330708663,0.2972972972972973,0.5333333333333333,0.5706521739130435,0.23809523809523814,0.2857142857142857,1,False,"Rock,Water",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Kabuto,0.11417322834645668,0.40540540540540543,0.3777777777777778,0.24456521739130435,0.11904761904761905,0.2857142857142857,1,False,"Rock,Water",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Kabutops,0.23228346456692914,0.5945945945945947,0.4444444444444445,0.29891304347826086,0.23809523809523814,0.42857142857142855,1,False,"Rock,Water",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Aerodactyl,0.3110236220472441,0.5405405405405406,0.26666666666666666,0.2717391304347826,0.2619047619047619,0.7142857142857143,1,False,"Rock,Flying",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Mega Aerodactyl,0.3110236220472441,0.7027027027027029,0.35555555555555557,0.3260869565217391,0.3571428571428572,0.8285714285714285,1,False,"Rock,Flying",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Snorlax,0.6259842519685039,0.5675675675675675,0.26666666666666666,0.29891304347826086,0.4285714285714286,0.14285714285714285,1,False,Normal,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Articuno,0.35039370078740156,0.43243243243243246,0.4222222222222222,0.4619565217391304,0.5000000000000001,0.45714285714285713,1,True,"Ice,Flying",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Zapdos,0.35039370078740156,0.4594594594594595,0.35555555555555557,0.625,0.33333333333333337,0.5428571428571428,1,True,"Electric,Flying",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Moltres,0.35039370078740156,0.5135135135135136,0.3777777777777778,0.625,0.3095238095238096,0.48571428571428565,1,True,"Fire,Flying",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Dratini,0.15748031496062992,0.31891891891891894,0.17777777777777778,0.21739130434782608,0.14285714285714285,0.2571428571428571,1,False,Dragon,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dragonair,0.23622047244094488,0.42702702702702705,0.26666666666666666,0.3260869565217391,0.23809523809523814,0.37142857142857144,1,False,Dragon,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dragonite,0.3543307086614173,0.6972972972972973,0.4,0.48913043478260865,0.380952380952381,0.42857142857142855,1,False,"Dragon,Flying",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Mewtwo,0.41338582677165353,0.5675675675675675,0.3777777777777778,0.7826086956521738,0.33333333333333337,0.7142857142857143,1,True,Psychic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Mega Mewtwo X,0.41338582677165353,1.0000000000000002,0.4222222222222222,0.7826086956521738,0.380952380952381,0.7142857142857143,1,True,"Psychic,Fighting",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
Mega Mewtwo Y,0.41338582677165353,0.7837837837837838,0.2888888888888889,1.0,0.4761904761904763,0.7714285714285715,1,True,Psychic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Mew,0.38976377952755903,0.5135135135135136,0.4222222222222222,0.48913043478260865,0.380952380952381,0.5428571428571428,1,False,Psychic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Chikorita,0.1732283464566929,0.23783783783783785,0.26666666666666666,0.21195652173913046,0.2142857142857143,0.22857142857142854,2,False,Grass,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Bayleef,0.23228346456692914,0.3081081081081081,0.33333333333333337,0.2880434782608695,0.28571428571428575,0.3142857142857143,2,False,Grass,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Meganium,0.3110236220472441,0.41621621621621624,0.4222222222222222,0.3967391304347826,0.380952380952381,0.42857142857142855,2,False,Grass,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Cyndaquil,0.14960629921259844,0.25405405405405407,0.1688888888888889,0.2717391304347826,0.14285714285714285,0.34285714285714286,2,False,Fire,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Quilava,0.22440944881889763,0.31891891891891894,0.23555555555555555,0.3804347826086956,0.2142857142857143,0.42857142857142855,2,False,Fire,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Typhlosion,0.3031496062992126,0.42702702702702705,0.3244444444444445,0.5380434782608695,0.3095238095238096,0.5428571428571428,2,False,Fire,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Totodile,0.19291338582677164,0.32432432432432434,0.26222222222222225,0.1847826086956522,0.13333333333333336,0.21714285714285714,2,False,Water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Croconaw,0.25196850393700787,0.40540540540540543,0.33333333333333337,0.2663043478260869,0.2047619047619048,0.3028571428571428,2,False,Water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Feraligatr,0.33070866141732286,0.5405405405405406,0.4222222222222222,0.37499999999999994,0.30000000000000004,0.41714285714285715,2,False,Water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Sentret,0.13385826771653545,0.22162162162162163,0.1288888888888889,0.1358695652173913,0.11904761904761905,0.08571428571428572,2,False,Normal,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Furret,0.33070866141732286,0.3837837837837838,0.26222222222222225,0.19021739130434784,0.16666666666666669,0.48571428571428565,2,False,Normal,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Hoothoot,0.23228346456692914,0.13513513513513514,0.1111111111111111,0.14130434782608695,0.17142857142857149,0.2571428571428571,2,False,"Normal,Flying",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Noctowl,0.38976377952755903,0.24324324324324326,0.19999999999999998,0.358695652173913,0.36190476190476195,0.37142857142857144,2,False,"Normal,Flying",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Ledyba,0.15354330708661418,0.08108108108108109,0.1111111111111111,0.16304347826086957,0.28571428571428575,0.2857142857142857,2,False,"Bug,Flying",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Ledian,0.2125984251968504,0.16216216216216217,0.19999999999999998,0.24456521739130435,0.4285714285714286,0.45714285714285713,2,False,"Bug,Flying",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Spinarak,0.15354330708661418,0.2972972972972973,0.15555555555555556,0.16304347826086957,0.09523809523809525,0.14285714285714285,2,False,"Bug,Poison",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Ariados,0.27165354330708663,0.4594594594594595,0.2888888888888889,0.2717391304347826,0.19047619047619052,0.19999999999999998,2,False,"Bug,Poison",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Crobat,0.33070866141732286,0.4594594594594595,0.33333333333333337,0.3260869565217391,0.28571428571428575,0.7142857142857143,2,False,"Poison,Flying",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Chinchou,0.29133858267716534,0.1783783783783784,0.14666666666666667,0.25,0.17142857142857149,0.35428571428571426,2,False,"Water,Electric",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Lanturn,0.4881889763779528,0.2864864864864865,0.23555555555555555,0.358695652173913,0.2666666666666667,0.35428571428571426,2,False,"Water,Electric",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Pichu,0.07480314960629922,0.1891891891891892,0.04444444444444444,0.1358695652173913,0.07142857142857144,0.3142857142857143,2,False,Electric,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cleffa,0.19291338582677164,0.10810810810810811,0.10222222222222221,0.19021739130434784,0.16666666666666669,0.05714285714285715,2,False,Fairy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Igglybuff,0.35039370078740156,0.13513513513513514,0.04444444444444444,0.16304347826086957,0.0,0.05714285714285715,2,False,"Normal,Fairy",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Togepi,0.13385826771653545,0.08108108108108109,0.26666666666666666,0.16304347826086957,0.2142857142857143,0.08571428571428572,2,False,Fairy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Togetic,0.2125984251968504,0.1891891891891892,0.35555555555555557,0.3804347826086956,0.40476190476190477,0.19999999999999998,2,False,"Fairy,Flying",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Natu,0.15354330708661418,0.24324324324324326,0.17777777777777778,0.3260869565217391,0.11904761904761905,0.37142857142857144,2,False,"Psychic,Flying",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Xatu,0.25196850393700787,0.3783783783783784,0.2888888888888889,0.4619565217391304,0.23809523809523814,0.5142857142857142,2,False,"Psychic,Flying",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Mareep,0.2125984251968504,0.1891891891891892,0.15555555555555556,0.29891304347826086,0.11904761904761905,0.17142857142857143,2,False,Electric,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Flaaffy,0.27165354330708663,0.2702702702702703,0.2222222222222222,0.3804347826086956,0.19047619047619052,0.22857142857142854,2,False,Electric,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ampharos,0.35039370078740156,0.3783783783783784,0.35555555555555557,0.5706521739130435,0.33333333333333337,0.2857142857142857,2,False,Electric,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mega Ampharos,0.35039370078740156,0.48648648648648657,0.4444444444444445,0.842391304347826,0.4285714285714286,0.22857142857142854,2,False,"Electric,Dragon",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bellossom,0.29133858267716534,0.40540540540540543,0.4,0.43478260869565216,0.380952380952381,0.2571428571428571,2,False,Grass,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Marill,0.27165354330708663,0.08108108108108109,0.19999999999999998,0.05434782608695652,0.14285714285714285,0.19999999999999998,2,False,"Water,Fairy",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Azumarill,0.38976377952755903,0.24324324324324326,0.33333333333333337,0.2717391304347826,0.28571428571428575,0.2571428571428571,2,False,"Water,Fairy",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Sudowoodo,0.27165354330708663,0.5135135135135136,0.4888888888888889,0.10869565217391305,0.2142857142857143,0.14285714285714285,2,False,Rock,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Politoed,0.35039370078740156,0.3783783783783784,0.3111111111111111,0.43478260869565216,0.380952380952381,0.37142857142857144,2,False,Water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Hoppip,0.13385826771653545,0.16216216216216217,0.15555555555555556,0.1358695652173913,0.16666666666666669,0.2571428571428571,2,False,"Grass,Flying",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Skiploom,0.2125984251968504,0.21621621621621623,0.19999999999999998,0.19021739130434784,0.2142857142857143,0.42857142857142855,2,False,"Grass,Flying",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Jumpluff,0.29133858267716534,0.2702702702702703,0.2888888888888889,0.24456521739130435,0.3571428571428572,0.6,2,False,"Grass,Flying",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Aipom,0.2125984251968504,0.35135135135135137,0.2222222222222222,0.16304347826086957,0.16666666666666669,0.45714285714285713,2,False,Normal,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Sunkern,0.11417322834645668,0.13513513513513514,0.1111111111111111,0.10869565217391305,0.04761904761904763,0.14285714285714285,2,False,Grass,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Sunflora,0.29133858267716534,0.3783783783783784,0.2222222222222222,0.5163043478260869,0.3095238095238096,0.14285714285714285,2,False,Grass,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Yanma,0.25196850393700787,0.32432432432432434,0.17777777777777778,0.35326086956521735,0.11904761904761905,0.5142857142857142,2,False,"Bug,Flying",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Wooper,0.2125984251968504,0.21621621621621623,0.17777777777777778,0.08152173913043478,0.023809523809523808,0.05714285714285715,2,False,"Water,Ground",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Quagsire,0.3700787401574803,0.43243243243243246,0.35555555555555557,0.29891304347826086,0.2142857142857143,0.17142857142857143,2,False,"Water,Ground",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Espeon,0.25196850393700787,0.32432432432432434,0.24444444444444444,0.6521739130434783,0.3571428571428572,0.6,2,False,Psychic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Umbreon,0.3700787401574803,0.32432432432432434,0.4666666666666667,0.2717391304347826,0.5238095238095238,0.34285714285714286,2,False,Dark,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Murkrow,0.23228346456692914,0.43243243243243246,0.16444444444444445,0.4076086956521739,0.10476190476190476,0.49142857142857144,2,False,"Dark,Flying",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Slowking,0.3700787401574803,0.3783783783783784,0.33333333333333337,0.48913043478260865,0.4285714285714286,0.14285714285714285,2,False,"Water,Psychic",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Misdreavus,0.23228346456692914,0.2972972972972973,0.24444444444444444,0.4076086956521739,0.3095238095238096,0.45714285714285713,2,False,Ghost,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Unown,0.18503937007874016,0.3621621621621622,0.1911111111111111,0.3369565217391304,0.13333333333333336,0.24571428571428572,2,False,Psychic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Wobbuffet,0.7440944881889764,0.15135135135135136,0.23555555555555555,0.125,0.18095238095238098,0.16,2,False,Psychic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Girafarig,0.27165354330708663,0.40540540540540543,0.26666666666666666,0.43478260869565216,0.2142857142857143,0.45714285714285713,2,False,"Normal,Psychic",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Pineco,0.19291338582677164,0.32432432432432434,0.3777777777777778,0.1358695652173913,0.07142857142857144,0.05714285714285715,2,False,Bug,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Forretress,0.29133858267716534,0.4594594594594595,0.6,0.2717391304347826,0.19047619047619052,0.19999999999999998,2,False,"Bug,Steel",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Dunsparce,0.38976377952755903,0.35135135135135137,0.2888888888888889,0.29891304347826086,0.2142857142857143,0.22857142857142854,2,False,Normal,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Gligar,0.25196850393700787,0.3783783783783784,0.4444444444444445,0.1358695652173913,0.2142857142857143,0.45714285714285713,2,False,"Ground,Flying",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Steelix,0.29133858267716534,0.43243243243243246,0.8666666666666666,0.24456521739130435,0.2142857142857143,0.14285714285714285,2,False,"Steel,Ground",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Mega Steelix,0.29133858267716534,0.6486486486486487,0.9999999999999999,0.24456521739130435,0.3571428571428572,0.14285714285714285,2,False,"Steel,Ground",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Snubbull,0.23228346456692914,0.40540540540540543,0.19999999999999998,0.16304347826086957,0.09523809523809525,0.14285714285714285,2,False,Fairy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Granbull,0.35039370078740156,0.6216216216216217,0.3111111111111111,0.2717391304347826,0.19047619047619052,0.22857142857142854,2,False,Fairy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Qwilfish,0.25196850393700787,0.48648648648648657,0.3111111111111111,0.24456521739130435,0.16666666666666669,0.45714285714285713,2,False,"Water,Poison",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Scizor,0.27165354330708663,0.6756756756756757,0.4222222222222222,0.24456521739130435,0.28571428571428575,0.34285714285714286,2,False,"Bug,Steel",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Mega Scizor,0.27165354330708663,0.7837837837837838,0.6,0.29891304347826086,0.380952380952381,0.39999999999999997,2,False,"Bug,Steel",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Shuckle,0.07480314960629922,0.02702702702702703,0.9999999999999999,0.0,1.0,0.0,2,False,"Bug,Rock",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Heracross,0.3110236220472441,0.6486486486486487,0.3111111111111111,0.16304347826086957,0.3571428571428572,0.45714285714285713,2,False,"Bug,Fighting",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Mega Heracross,0.3110236220472441,0.972972972972973,0.4888888888888889,0.16304347826086957,0.40476190476190477,0.39999999999999997,2,False,"Bug,Fighting",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Sneasel,0.2125984251968504,0.48648648648648657,0.2222222222222222,0.1358695652173913,0.2619047619047619,0.6285714285714286,2,False,"Dark,Ice",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Teddiursa,0.23228346456692914,0.40540540540540543,0.19999999999999998,0.21739130434782608,0.14285714285714285,0.19999999999999998,2,False,Normal,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Ursaring,0.35039370078740156,0.6756756756756757,0.3111111111111111,0.35326086956521735,0.2619047619047619,0.2857142857142857,2,False,Normal,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Slugma,0.15354330708661418,0.1891891891891892,0.15555555555555556,0.3260869565217391,0.09523809523809525,0.08571428571428572,2,False,Fire,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Magcargo,0.19291338582677164,0.24324324324324326,0.5111111111111111,0.3804347826086956,0.28571428571428575,0.14285714285714285,2,False,"Fire,Rock",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Swinub,0.19291338582677164,0.24324324324324326,0.15555555555555556,0.10869565217391305,0.04761904761904763,0.2571428571428571,2,False,"Ice,Ground",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Piloswine,0.38976377952755903,0.5135135135135136,0.33333333333333337,0.2717391304347826,0.19047619047619052,0.2571428571428571,2,False,"Ice,Ground",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Corsola,0.2125984251968504,0.2702702702702703,0.35555555555555557,0.29891304347826086,0.3095238095238096,0.17142857142857143,2,False,"Water,Rock",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Remoraid,0.13385826771653545,0.32432432432432434,0.13333333333333333,0.29891304347826086,0.07142857142857144,0.34285714285714286,2,False,Water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Octillery,0.29133858267716534,0.5405405405405406,0.3111111111111111,0.5163043478260869,0.2619047619047619,0.22857142857142854,2,False,Water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Delibird,0.1732283464566929,0.2702702702702703,0.17777777777777778,0.29891304347826086,0.11904761904761905,0.39999999999999997,2,False,"Ice,Flying",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Mantine,0.25196850393700787,0.1891891891891892,0.2888888888888889,0.3804347826086956,0.5714285714285715,0.37142857142857144,2,False,"Water,Flying",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Skarmory,0.25196850393700787,0.40540540540540543,0.6,0.16304347826086957,0.23809523809523814,0.37142857142857144,2,False,"Steel,Flying",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Houndour,0.1732283464566929,0.2972972972972973,0.1111111111111111,0.3804347826086956,0.14285714285714285,0.34285714285714286,2,False,"Dark,Fire",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Houndoom,0.29133858267716534,0.4594594594594595,0.19999999999999998,0.5434782608695652,0.28571428571428575,0.5142857142857142,2,False,"Dark,Fire",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Mega Houndoom,0.29133858267716534,0.4594594594594595,0.3777777777777778,0.7065217391304347,0.33333333333333337,0.6285714285714286,2,False,"Dark,Fire",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Kingdra,0.29133858267716534,0.48648648648648657,0.4,0.4619565217391304,0.3571428571428572,0.45714285714285713,2,False,"Water,Dragon",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Phanpy,0.35039370078740156,0.2972972972972973,0.24444444444444444,0.16304347826086957,0.09523809523809525,0.19999999999999998,2,False,Ground,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Donphan,0.35039370078740156,0.6216216216216217,0.5111111111111111,0.2717391304347826,0.19047619047619052,0.2571428571428571,2,False,Ground,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Porygon2,0.33070866141732286,0.40540540540540543,0.3777777777777778,0.5163043478260869,0.3571428571428572,0.3142857142857143,2,False,Normal,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Stantler,0.28346456692913385,0.48648648648648657,0.25333333333333335,0.4076086956521739,0.2142857142857143,0.45714285714285713,2,False,Normal,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Smeargle,0.2125984251968504,0.08108108108108109,0.13333333333333333,0.05434782608695652,0.11904761904761905,0.39999999999999997,2,False,Normal,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Tyrogue,0.13385826771653545,0.16216216216216217,0.13333333333333333,0.1358695652173913,0.07142857142857144,0.17142857142857143,2,False,Fighting,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Hitmontop,0.19291338582677164,0.48648648648648657,0.4,0.1358695652173913,0.4285714285714286,0.37142857142857144,2,False,Fighting,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Smoochum,0.1732283464566929,0.13513513513513514,0.04444444444444444,0.4076086956521739,0.2142857142857143,0.34285714285714286,2,False,"Ice,Psychic",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Elekid,0.1732283464566929,0.31351351351351353,0.14222222222222222,0.29891304347826086,0.16666666666666669,0.5142857142857142,2,False,Electric,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Magby,0.1732283464566929,0.3783783783783784,0.14222222222222222,0.3260869565217391,0.16666666666666669,0.44571428571428573,2,False,Fire,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Miltank,0.3700787401574803,0.40540540540540543,0.4444444444444445,0.16304347826086957,0.23809523809523814,0.5428571428571428,2,False,Normal,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
